policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P001492,C001182,47,M,Divorced,0,US,Mid,Term,53000,42.96,Monthly,12/02/2017,,89,7,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.11,FALSE,,30/06/2024,v1.0
P001493,C002667,39,M,Single,2,DE,Mid,Term,155000,128.56,Monthly,09/04/2013,08/05/2019,74,6,Online,,TRUE,0.21,FALSE,0,FALSE,FALSE,1,0,FALSE,0.12,TRUE,Replacement,30/06/2024,v1.0
P001494,C002235,64,M,Divorced,1,IT,Mid,Whole,250000,234.04,Quarterly,27/10/2010,,166,13,Agent,A1025,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.02,FALSE,,30/06/2024,v1.0
P001495,C001121,45,M,Widowed,2,US,Low,Whole,230000,206.64,Annual,28/04/2013,,136,11,Agent,A1078,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P001496,C000130,30,F,Divorced,1,US,Mid,Universal,49000,39.74,Quarterly,09/08/2012,,144,12,Agent,A1058,FALSE,,TRUE,3,FALSE,FALSE,1,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P001497,C002852,44,F,Married,0,IT,Mid,Term,76000,64.3,Monthly,29/11/2023,,7,0,Agent,A1095,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.17,FALSE,,30/06/2024,v1.0
P001498,C001194,32,M,Divorced,2,ES,Ultra,Universal,114000,146.39,Monthly,14/09/2023,,9,0,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.13,FALSE,,30/06/2024,v1.0
P001499,C002983,50,F,Married,1,US,,Term,66000,47.06,Monthly,05/01/2015,,115,9,Online,,TRUE,0.16,FALSE,0,FALSE,FALSE,1,2,FALSE,0.02,FALSE,,30/06/2024,v1.0
P001500,C000182,48,F,Single,0,IT,High,Term,36000,27.27,Quarterly,20/07/2014,,121,10,Bank,,FALSE,,TRUE,0,FALSE,FALSE,0,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P001501,C000363,56,F,Married,2,US,Low,Universal,293000,298.92,Monthly,08/05/2023,,13,1,Bank,,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.12,FALSE,,30/06/2024,v1.0
P001502,C000038,35,F,Married,3,US,,Term,432000,298.68,Annual,17/06/2011,,158,13,Online,,FALSE,,TRUE,1,FALSE,FALSE,0,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P001503,C002544,45,M,Widowed,1,FR,Mid,Whole,468000,888.46,Monthly,05/11/2015,,105,8,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.06,FALSE,,30/06/2024,v1.0
P001504,C001372,28,M,Married,0,FR,Mid,Whole,258000,420.02,Monthly,09/05/2023,15/10/2027,54,4,Employer,,TRUE,0.24,TRUE,2,FALSE,FALSE,0,0,FALSE,0.03,TRUE,Life Event,30/06/2024,v1.0
P001505,C000920,53,F,Single,0,DE,Low,Term,99000,91.61,Monthly,28/09/2022,14/01/2031,101,8,Agent,A1039,TRUE,0.2,FALSE,0,FALSE,FALSE,1,1,FALSE,0.02,TRUE,Price,30/06/2024,v1.0
P001506,C002769,51,F,Married,1,US,Mid,Whole,958000,1458.39,Quarterly,03/12/2022,,19,1,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P001507,C000015,50,F,Widowed,2,US,Mid,Whole,445000,633.09,Monthly,04/03/2014,16/06/2017,40,3,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,4,FALSE,0.04,TRUE,Replacement,30/06/2024,v1.0
P001508,C000492,45,U,Single,3,ES,Mid,Term,84000,75.57,Monthly,28/04/2013,18/10/2020,91,7,Agent,A1092,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.16,TRUE,Price,30/06/2024,v1.0
P001509,C001449,49,F,Single,2,US,Low,Whole,604000,669.03,Quarterly,11/05/2014,,123,10,Agent,A1047,TRUE,0.1,FALSE,0,FALSE,FALSE,0,2,TRUE,-0.01,FALSE,,30/06/2024,v1.0
P001510,C001131,64,M,Married,1,US,Low,Universal,168000,204.85,Monthly,26/02/2013,,138,11,Agent,A1020,TRUE,0.18,FALSE,0,FALSE,FALSE,2,0,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P001511,C002941,41,M,Single,1,FR,High,Term,378000,249.99,Monthly,24/10/2016,,93,7,Agent,A1059,TRUE,0.16,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P001512,C000310,46,M,Single,0,UK,Mid,Universal,458000,619.88,Monthly,17/09/2018,,70,5,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0,FALSE,,30/06/2024,v1.0
P001513,C000738,31,F,Single,1,US,High,Term,94000,51.2,Annual,21/02/2015,,113,9,Online,,TRUE,0.08,FALSE,0,FALSE,FALSE,1,1,FALSE,0.11,FALSE,,30/06/2024,v1.0
P001514,C000545,34,F,Divorced,1,US,Mid,Term,137000,85.12,Annual,19/08/2014,,120,10,Agent,A1091,TRUE,0.19,FALSE,0,FALSE,FALSE,1,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P001515,C002461,46,F,Single,1,IT,High,Whole,250000,310.66,Monthly,12/05/2010,,172,14,Agent,A1060,FALSE,,TRUE,6,FALSE,TRUE,0,1,FALSE,0.09,FALSE,,30/06/2024,v1.0
P001516,C000250,58,F,Married,4,ES,Low,Term,160000,124.66,Monthly,15/12/2018,,67,5,Agent,A1008,TRUE,0.09,TRUE,0,TRUE,FALSE,0,4,FALSE,0.21,FALSE,,30/06/2024,v1.0
P001517,C000758,41,F,Married,1,US,Low,Universal,73000,78.49,Quarterly,22/03/2024,,3,0,Agent,A1052,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0,FALSE,,30/06/2024,v1.0
P001518,C001804,42,F,Widowed,2,UK,Mid,Whole,227000,204.87,Quarterly,03/03/2018,,77,6,Agent,A1093,TRUE,0.09,TRUE,1,TRUE,FALSE,1,1,TRUE,0.18,FALSE,,30/06/2024,v1.0
P001519,C001297,40,F,Widowed,2,US,High,Universal,122000,134.11,Monthly,22/02/2010,,174,14,Bank,,FALSE,,TRUE,1,FALSE,FALSE,2,0,FALSE,0.1,FALSE,,30/06/2024,v1.0
P001520,C001631,38,M,Married,2,FR,Mid,Whole,173000,273.55,Monthly,14/02/2014,24/05/2018,52,4,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,1,TRUE,0.06,TRUE,Replacement,30/06/2024,v1.0
P001521,C001914,48,F,Widowed,0,US,Mid,Universal,50000,49.74,Quarterly,20/02/2022,,28,2,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,3,FALSE,0.09,FALSE,,30/06/2024,v1.0
P001522,C000813,27,F,Single,1,DE,Low,Whole,178000,214.31,Annual,03/01/2024,,5,0,Bank,,FALSE,,TRUE,2,FALSE,FALSE,1,1,TRUE,-0.03,FALSE,,30/06/2024,v1.0
P001523,C000028,60,M,Married,2,UK,Mid,Term,672000,335.9,Quarterly,30/09/2015,26/04/2022,80,6,Bank,,TRUE,0.13,FALSE,0,FALSE,FALSE,0,1,TRUE,0.18,TRUE,Life Event,30/06/2024,v1.0
P001524,C000957,37,M,Married,3,UK,Mid,Universal,206000,194.32,Monthly,12/01/2018,,78,6,Agent,A1083,TRUE,0.14,TRUE,2,FALSE,FALSE,1,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P001525,C002032,53,F,Single,1,IT,High,Term,120000,104.95,Quarterly,01/08/2020,,47,3,Online,,FALSE,,TRUE,0,FALSE,FALSE,0,1,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P001526,C000476,29,M,Married,0,US,,Term,219000,149.22,Monthly,03/12/2015,01/03/2022,76,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.05,TRUE,Life Event,30/06/2024,v1.0
P001527,C000317,53,M,Single,1,FR,Low,Term,402000,287.1,Monthly,12/10/2020,,45,3,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P001528,C000244,53,M,Divorced,0,US,Low,Universal,91000,96.43,Monthly,19/06/2020,,49,4,Bank,,FALSE,,TRUE,1,FALSE,FALSE,3,0,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P001529,C000747,49,F,Married,0,US,Low,Term,488000,322.32,Quarterly,20/11/2017,,80,6,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.13,FALSE,,30/06/2024,v1.0
P001530,C000696,33,F,Married,1,US,Mid,Term,71000,29.9,Monthly,01/12/2021,,31,2,Agent,A1050,FALSE,,TRUE,2,TRUE,FALSE,1,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P001531,C000271,47,M,Single,0,US,Low,Term,114000,79.92,Annual,08/04/2019,,63,5,Agent,A1020,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.11,FALSE,,30/06/2024,v1.0
P001532,C001771,30,M,Single,2,US,Mid,Term,107000,79.62,Quarterly,24/08/2022,,22,1,Agent,A1028,FALSE,,FALSE,0,FALSE,FALSE,1,0,TRUE,0.01,FALSE,,30/06/2024,v1.0
P001533,C001262,41,U,Widowed,1,FR,Mid,Term,352000,306.3,Monthly,02/04/2012,07/03/2017,60,5,Agent,A1000,FALSE,,TRUE,1,TRUE,FALSE,1,0,TRUE,0.1,TRUE,Replacement,30/06/2024,v1.0
P001534,C002424,57,F,Married,2,UK,,Whole,97000,133.44,Monthly,10/07/2018,,72,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,2,4,FALSE,0.08,FALSE,,30/06/2024,v1.0
P001535,C000265,54,F,Widowed,1,IT,,Term,316000,220.37,Monthly,09/09/2011,,155,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.04,FALSE,,30/06/2024,v1.0
P001536,C002973,45,M,Single,1,UK,High,Whole,185000,235.12,Quarterly,09/01/2021,,42,3,Agent,A1066,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.02,FALSE,,30/06/2024,v1.0
P001537,C000920,33,M,Single,1,US,Mid,Term,165000,115.14,Monthly,23/11/2019,,56,4,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.09,FALSE,,30/06/2024,v1.0
P001538,C000339,52,M,Married,0,US,Mid,Term,344000,281.74,Monthly,17/05/2016,,98,8,Agent,A1089,TRUE,0.08,FALSE,0,FALSE,FALSE,2,0,FALSE,0.11,FALSE,,30/06/2024,v1.0
P001539,C000388,45,F,Married,1,IT,Mid,Whole,294000,454.4,Monthly,30/11/2021,,31,2,Employer,,FALSE,,TRUE,3,TRUE,FALSE,0,2,TRUE,0.14,FALSE,,30/06/2024,v1.0
P001540,C002624,18,M,Single,1,US,Mid,Term,367000,324.53,Monthly,05/09/2013,,131,10,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P001541,C002050,54,M,Married,1,US,Low,Term,311000,230.33,Monthly,05/08/2010,,169,14,Online,,FALSE,,TRUE,1,FALSE,FALSE,0,1,FALSE,0.03,FALSE,,30/06/2024,v1.0
P001542,C001165,44,M,Married,1,US,Low,Universal,939000,829.25,Monthly,19/04/2024,,2,0,Agent,A1098,FALSE,,TRUE,0,FALSE,FALSE,1,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P001543,C000375,59,M,Single,1,US,Low,Term,336000,221.53,Annual,26/03/2011,,161,13,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P001544,C002033,31,F,Single,2,UK,High,Term,163000,103.94,Annual,18/09/2014,,119,9,Agent,A1084,TRUE,0.14,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.12,FALSE,,30/06/2024,v1.0
P001545,C002371,18,M,Married,2,US,Low,Term,157000,109.03,Monthly,03/07/2013,,133,11,Agent,A1061,FALSE,,TRUE,1,FALSE,TRUE,0,1,FALSE,0.08,FALSE,,30/06/2024,v1.0
P001546,C000145,48,F,Married,1,UK,High,Term,506000,453.75,Monthly,14/01/2013,,139,11,Bank,,TRUE,0.22,FALSE,0,FALSE,FALSE,2,0,TRUE,0.07,FALSE,,30/06/2024,v1.0
P001547,C001981,48,F,Married,1,US,High,Term,188000,149.18,Monthly,23/04/2020,,50,4,Agent,A1001,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0,FALSE,,30/06/2024,v1.0
P001548,C000292,24,M,Married,0,FR,Mid,Whole,304000,404.91,Quarterly,01/02/2019,,65,5,Agent,A1046,FALSE,,TRUE,2,TRUE,TRUE,0,2,FALSE,0.05,FALSE,,30/06/2024,v1.0
P001549,C000431,33,F,Single,1,FR,,Term,352000,171.79,Monthly,20/10/2011,,154,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.26,FALSE,,30/06/2024,v1.0
P001550,C000704,78,U,Divorced,2,DE,Low,Term,121000,61.26,Monthly,23/02/2012,20/10/2012,8,0,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.03,TRUE,Price,30/06/2024,v1.0
P001551,C002996,41,U,Widowed,1,US,Mid,Universal,83000,100.17,Monthly,28/03/2013,13/12/2015,33,2,Agent,A1008,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.07,TRUE,Price,30/06/2024,v1.0
P001552,C001998,53,M,Married,0,US,High,Term,232000,178.67,Quarterly,04/08/2022,,23,1,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.07,FALSE,,30/06/2024,v1.0
P001553,C002632,37,M,Single,1,FR,Low,Term,110000,73.09,Monthly,03/05/2014,,123,10,Agent,A1040,FALSE,,TRUE,0,FALSE,TRUE,0,1,FALSE,0.03,FALSE,,30/06/2024,v1.0
P001554,C000398,19,M,Married,0,US,Low,Whole,630000,885.82,Quarterly,25/02/2020,,52,4,Agent,A1085,FALSE,,TRUE,1,FALSE,FALSE,1,0,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P001555,C002864,42,F,Married,5,US,Low,Term,28000,25.41,Monthly,12/02/2015,09/08/2021,79,6,Bank,,TRUE,0.11,FALSE,0,FALSE,FALSE,0,0,FALSE,0.02,TRUE,Replacement,30/06/2024,v1.0
P001556,C000963,41,F,Widowed,1,IT,Mid,Term,110000,68.33,Annual,22/01/2023,,17,1,Bank,,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P001557,C002234,40,F,Widowed,1,ES,Low,Whole,270000,367.07,Quarterly,19/01/2019,,66,5,Online,,FALSE,,TRUE,1,FALSE,FALSE,0,0,TRUE,0,FALSE,,30/06/2024,v1.0
P001558,C002041,43,M,Divorced,1,IT,Mid,Universal,101000,112.45,Quarterly,11/01/2011,,163,13,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P001559,C001828,48,M,Single,0,ES,Mid,Term,438000,396.14,Monthly,01/03/2010,,174,14,Agent,A1067,FALSE,,FALSE,0,FALSE,FALSE,2,1,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P001560,C002108,43,F,Widowed,0,IT,Low,Whole,266000,360.79,Monthly,22/09/2022,,21,1,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P001561,C000938,29,F,Married,3,DE,High,Term,102000,68.82,Annual,19/10/2011,,154,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P001562,C000709,50,F,Divorced,2,US,Low,Term,195000,133.28,Annual,15/11/2018,,68,5,Employer,,FALSE,,TRUE,0,TRUE,FALSE,0,0,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P001563,C000806,21,M,Married,5,ES,Low,Term,61000,41.75,Monthly,03/04/2012,,149,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0,FALSE,,30/06/2024,v1.0
P001564,C001463,20,M,Single,4,IT,,Term,237000,146.78,Monthly,10/08/2018,21/11/2027,113,9,Online,,FALSE,,TRUE,2,FALSE,FALSE,1,2,TRUE,-0.13,TRUE,Life Event,30/06/2024,v1.0
P001565,C001325,53,M,Married,0,US,High,Term,416000,283.98,Monthly,28/11/2020,14/07/2029,105,8,Bank,,TRUE,0.24,FALSE,0,FALSE,FALSE,3,0,FALSE,0.2,TRUE,Life Event,30/06/2024,v1.0
P001566,C000010,51,M,Single,1,US,High,Universal,148000,182.54,Monthly,16/10/2018,,69,5,Employer,,FALSE,,FALSE,0,FALSE,FALSE,5,2,FALSE,0.11,FALSE,,30/06/2024,v1.0
P001567,C001085,44,M,Married,0,US,Low,Universal,164000,165.47,Monthly,12/03/2024,,3,0,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.08,FALSE,,30/06/2024,v1.0
P001568,C001868,28,M,Divorced,1,ES,Low,Whole,104000,103.93,Monthly,08/02/2024,,4,0,Agent,A1099,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,-0.01,FALSE,,30/06/2024,v1.0
P001569,C002273,36,M,Single,3,UK,High,Term,97000,47,Monthly,21/04/2020,29/07/2024,52,4,Employer,,FALSE,,FALSE,0,FALSE,FALSE,1,3,FALSE,0.21,TRUE,Life Event,30/06/2024,v1.0
P001570,C002611,41,M,Single,2,US,Mid,Whole,480000,633.11,Monthly,29/05/2019,20/09/2020,16,1,Agent,A1069,FALSE,,TRUE,2,FALSE,FALSE,1,2,TRUE,0.08,TRUE,Life Event,30/06/2024,v1.0
P001571,C000771,25,M,Single,0,US,Low,Whole,212000,264.36,Annual,09/07/2014,,121,10,Agent,A1030,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.07,FALSE,,30/06/2024,v1.0
P001572,C001594,36,F,Married,3,ES,Mid,Term,782000,535.53,Monthly,08/10/2018,,69,5,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,-0.11,FALSE,,30/06/2024,v1.0
P001573,C001607,52,M,Widowed,1,UK,High,Term,245000,184.55,Monthly,07/09/2010,,168,14,Agent,A1015,FALSE,,TRUE,2,FALSE,FALSE,0,1,TRUE,-0.07,FALSE,,30/06/2024,v1.0
P001574,C001333,62,F,Single,0,US,Low,Term,74000,41.62,Annual,06/03/2013,,137,11,Agent,A1019,TRUE,0.13,TRUE,0,FALSE,FALSE,0,1,FALSE,0.11,FALSE,,30/06/2024,v1.0
P001575,C000884,39,F,Single,1,US,Low,Term,822000,540.83,Quarterly,23/10/2019,,57,4,Employer,,TRUE,0.13,FALSE,0,FALSE,FALSE,0,2,FALSE,0.21,FALSE,,30/06/2024,v1.0
P001576,C001389,54,F,Divorced,3,US,,Term,60000,42.94,Monthly,15/03/2010,,174,14,Online,,FALSE,,TRUE,2,FALSE,FALSE,1,1,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P001577,C000225,22,F,Divorced,3,US,Mid,Universal,125000,117.31,Monthly,21/08/2022,,22,1,Employer,,TRUE,0.14,TRUE,0,FALSE,FALSE,2,1,TRUE,0.04,FALSE,,30/06/2024,v1.0
P001578,C000824,52,M,Single,0,UK,Low,Term,184000,167.66,Monthly,23/02/2012,,150,12,Agent,A1061,TRUE,0.22,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P001579,C002265,35,F,Married,1,UK,High,Term,203000,152.69,Quarterly,07/05/2023,,14,1,Online,,TRUE,0.06,FALSE,0,FALSE,FALSE,0,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P001580,C000936,48,F,Married,4,US,High,Universal,106000,87.16,Quarterly,15/05/2016,,98,8,Agent,A1038,FALSE,,TRUE,1,FALSE,FALSE,0,1,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P001581,C002800,42,F,Married,1,UK,Mid,Term,164000,113.99,Monthly,09/08/2012,,144,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.11,FALSE,,30/06/2024,v1.0
P001582,C002553,60,M,Married,1,US,Low,Whole,581000,729.45,Monthly,24/05/2018,,74,6,Bank,,TRUE,0.08,FALSE,3,FALSE,FALSE,1,0,TRUE,0.09,FALSE,,30/06/2024,v1.0
P001583,C002306,34,M,Widowed,4,ES,Ultra,Term,419000,325.6,Monthly,13/08/2014,,120,10,Employer,,TRUE,0.12,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.11,FALSE,,30/06/2024,v1.0
P001584,C001911,52,M,Single,1,US,Mid,Term,585000,465.42,Monthly,18/10/2020,30/03/2030,115,9,Online,,TRUE,0.18,FALSE,0,FALSE,FALSE,0,3,FALSE,-0.21,TRUE,Life Event,30/06/2024,v1.0
P001585,C001796,41,F,Single,1,US,Mid,Term,89000,64.65,Monthly,26/11/2013,,128,10,Agent,A1003,TRUE,0.25,FALSE,0,FALSE,FALSE,0,1,FALSE,0.02,FALSE,,30/06/2024,v1.0
P001586,C000053,43,F,Married,4,US,Ultra,Term,200000,122.23,Annual,04/06/2023,,13,1,Agent,A1032,TRUE,0.22,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P001587,C000726,42,M,Married,0,US,High,Whole,314000,391.61,Quarterly,19/05/2017,,86,7,Agent,A1069,TRUE,0.2,TRUE,0,FALSE,FALSE,0,0,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P001588,C002736,34,F,Widowed,3,US,Mid,Term,45000,32.01,Monthly,16/05/2017,29/01/2026,106,8,Online,,FALSE,,TRUE,1,TRUE,FALSE,0,1,FALSE,0.25,TRUE,Replacement,30/06/2024,v1.0
P001589,C001544,44,F,Married,1,US,Mid,Term,131000,120.08,Monthly,01/05/2023,,14,1,Online,,FALSE,,TRUE,3,FALSE,FALSE,0,2,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P001590,C001043,44,M,Single,1,DE,Low,Whole,336000,507.26,Monthly,01/09/2022,,22,1,Online,,TRUE,0.23,TRUE,2,FALSE,FALSE,0,2,TRUE,-0.01,FALSE,,30/06/2024,v1.0
P001591,C001913,47,F,Married,3,US,High,Term,147000,109.63,Monthly,24/06/2015,,109,9,Employer,,TRUE,0.09,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.05,FALSE,,30/06/2024,v1.0
P001592,C001776,46,F,Married,2,US,High,Whole,141000,199.19,Quarterly,16/01/2011,,163,13,Online,,FALSE,,TRUE,5,FALSE,FALSE,1,2,FALSE,0.01,FALSE,,30/06/2024,v1.0
P001593,C001596,54,M,Widowed,1,IT,Low,Term,211000,173.65,Monthly,19/05/2021,,37,3,Bank,,FALSE,,TRUE,2,FALSE,FALSE,0,0,TRUE,0.02,FALSE,,30/06/2024,v1.0
P001594,C001914,56,F,Married,1,US,High,Universal,379000,441.19,Monthly,04/06/2015,17/08/2018,39,3,Agent,A1006,FALSE,,TRUE,2,TRUE,FALSE,2,2,FALSE,-0.14,TRUE,Replacement,30/06/2024,v1.0
P001595,C002466,32,M,Married,2,FR,High,Term,186000,174.28,Monthly,14/02/2016,,101,8,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P001596,C002737,55,F,Married,0,US,Low,Term,36000,28.41,Quarterly,30/08/2016,,95,7,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.09,FALSE,,30/06/2024,v1.0
P001597,C000849,30,F,Married,2,US,Mid,Term,375000,302.26,Quarterly,25/12/2016,,91,7,Online,,TRUE,0.11,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P001598,C002109,52,F,Married,2,US,,Universal,66000,54.13,Quarterly,13/09/2021,24/06/2025,46,3,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.08,TRUE,Price,30/06/2024,v1.0
P001599,C002263,52,M,Single,2,US,High,Universal,70000,76.22,Monthly,03/11/2023,23/08/2031,95,7,Agent,A1037,FALSE,,TRUE,2,FALSE,FALSE,0,2,FALSE,-0.01,TRUE,Life Event,30/06/2024,v1.0
P001600,C000002,22,M,Divorced,0,IT,Low,Term,192000,119.34,Quarterly,23/11/2018,,68,5,Online,,TRUE,0.06,FALSE,0,FALSE,FALSE,1,1,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P001601,C000159,46,M,Married,2,US,Mid,Whole,272000,257.3,Quarterly,24/04/2010,,172,14,Agent,A1080,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.03,FALSE,,30/06/2024,v1.0
P001602,C000780,39,F,Married,2,UK,Low,Term,102000,58.92,Monthly,27/07/2010,,169,14,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P001603,C000892,35,M,Widowed,2,UK,Low,Term,268000,207.69,Quarterly,01/08/2015,,108,9,Online,,FALSE,,TRUE,0,FALSE,FALSE,2,0,FALSE,0.06,FALSE,,30/06/2024,v1.0
P001604,C002030,61,F,Divorced,2,US,Low,Whole,221000,245.8,Annual,31/03/2011,,161,13,Agent,A1000,FALSE,,FALSE,0,FALSE,FALSE,0,0,TRUE,0.08,FALSE,,30/06/2024,v1.0
P001605,C002376,37,M,Divorced,0,DE,Mid,Term,54000,32.46,Monthly,25/08/2011,,156,13,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,0.05,FALSE,,30/06/2024,v1.0
P001606,C000579,35,M,Widowed,0,US,Low,Term,79000,60.54,Monthly,23/10/2014,,117,9,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.07,FALSE,,30/06/2024,v1.0
P001607,C001933,45,M,Single,1,DE,Mid,Whole,180000,198.67,Quarterly,01/05/2014,,123,10,Employer,,TRUE,0.11,TRUE,0,FALSE,TRUE,0,0,FALSE,0.04,FALSE,,30/06/2024,v1.0
P001608,C001380,53,U,Married,2,FR,Mid,Whole,227000,252.57,Monthly,31/01/2013,,138,11,Employer,,FALSE,,TRUE,2,TRUE,FALSE,0,1,FALSE,0.05,FALSE,,30/06/2024,v1.0
P001609,C001290,43,F,Married,1,US,Mid,Term,108000,75.31,Annual,22/06/2012,02/11/2021,114,9,Online,,FALSE,,TRUE,0,FALSE,FALSE,0,3,FALSE,0.06,TRUE,Replacement,30/06/2024,v1.0
P001610,C001640,58,M,Single,0,US,,Term,43000,31.79,Monthly,16/10/2011,,154,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.01,FALSE,,30/06/2024,v1.0
P001611,C000951,51,M,Divorced,1,US,Low,Term,96000,84.26,Monthly,23/03/2015,,112,9,Bank,,FALSE,,TRUE,2,FALSE,FALSE,0,0,FALSE,0.09,FALSE,,30/06/2024,v1.0
P001612,C002682,18,F,Married,2,US,Low,Term,249000,143.77,Annual,19/03/2010,,173,14,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0.16,FALSE,,30/06/2024,v1.0
P001613,C000987,38,M,Married,0,US,Low,Term,164000,82.19,Monthly,23/04/2021,,38,3,Agent,A1052,TRUE,0.17,FALSE,0,FALSE,FALSE,2,0,TRUE,0.04,FALSE,,30/06/2024,v1.0
